"date","bin","roi_sec","mean_area","median_area"
2019-05-07,"(-3.63,-3.33]",0.0272222222222222,0.000354042206122449,0.0003524948
2019-05-07,"< -3.63",0.0461805555555556,0.000156392995488722,0.0001503004
2019-05-07,"> -2.41",0.000625,0.00522749844444444,0.004536304
2019-05-08,"(-2.72,-2.41]",0.00298611111111111,0.00275245593023256,0.002805351
2019-05-08,"(-3.02,-2.72]",0.00875,0.00128993046507937,0.001242573
2019-05-08,"(-3.33,-3.02]",0.0365277777777778,0.000647822888973384,0.000619845
2019-05-08,"(-3.63,-3.33]",0.0320833333333333,0.000353162091774892,0.0003559544
2019-05-08,"< -3.63",0.04125,0.000153041676767677,0.0001476096
2019-05-08,"> -2.41",0.000972222222222222,0.00741169928571429,0.004729658
2019-05-09,"(-2.72,-2.41]",0.00277777777777778,0.002673530875,0.002523586
2019-05-09,"(-3.02,-2.72]",0.00979166666666667,0.00125269145248227,0.001157428
2019-05-09,"(-3.33,-3.02]",0.0358333333333333,0.000643121313953488,0.000606391
2019-05-09,"(-3.63,-3.33]",0.0380555555555556,0.000347425349635036,0.000347882
2019-05-09,"< -3.63",0.0466666666666667,0.000155278723214286,0.0001495316
2019-05-09,"> -2.41",0.000555555555555556,0.005284587125,0.005028913
2019-05-10,"(-2.72,-2.41]",0.00243055555555556,0.00287099568571429,0.002931819
2019-05-10,"(-3.02,-2.72]",0.00944444444444444,0.00126888179852941,0.0012268125
2019-05-10,"(-3.33,-3.02]",0.0377777777777778,0.000640001268382353,0.0006123492
2019-05-10,"(-3.63,-3.33]",0.0388194444444444,0.000355003371019678,0.0003540324
2019-05-10,"< -3.63",0.0534722222222222,0.000157158695064935,0.0001510692
2019-05-10,"> -2.41",0.000277777777777778,0.005884299,0.00551268
2019-05-11,"(-2.72,-2.41]",0.00333333333333333,0.002625556,0.0025781705
2019-05-11,"(-3.02,-2.72]",0.00902777777777778,0.00125720682153846,0.0011910635
2019-05-11,"(-3.33,-3.02]",0.039375,0.000630393627513228,0.0006004328
2019-05-11,"(-3.63,-3.33]",0.04875,0.000349785382336182,0.0003490352
2019-05-11,"< -3.63",0.0527083333333333,0.000155986886429513,0.0001503004
2019-05-11,"> -2.41",0.000555555555555556,0.005343304125,0.004676226
2019-05-12,"(-2.72,-2.41]",0.00277777777777778,0.00257004075,0.0025064805
2019-05-12,"(-3.02,-2.72]",0.00993055555555556,0.00126125940979021,0.00118818
2019-05-12,"(-3.33,-3.02]",0.0377777777777778,0.000640535471323529,0.0006127336
2019-05-12,"(-3.63,-3.33]",0.0446527777777778,0.000350199160808709,0.0003474976
2019-05-12,"< -3.63",0.0514583333333333,0.000157699451551957,0.0001510692
2019-05-12,"> -2.41",0.000416666666666667,0.0060730715,0.006532878
2019-05-13,"(-2.72,-2.41]",0.00340277777777778,0.00273824595918367,0.00271002
2019-05-13,"(-3.02,-2.72]",0.00784722222222222,0.00125521230265487,0.001164732
2019-05-13,"(-3.33,-3.02]",0.0414583333333333,0.00063403850318258,0.0006058144
2019-05-13,"(-3.63,-3.33]",0.0490972222222222,0.000351707514002829,0.0003494196
2019-05-13,"< -3.63",0.0681944444444444,0.000155536382077393,0.0001491472
2019-05-13,"> -2.41",0.000972222222222222,0.00891733842857143,0.0054511765
2019-05-14,"(-2.72,-2.41]",0.00298611111111111,0.002777871,0.002844944
2019-05-14,"(-3.02,-2.72]",0.00875,0.00125489517936508,0.001197022
2019-05-14,"(-3.33,-3.02]",0.04125,0.000636411086868687,0.0006148478
2019-05-14,"(-3.63,-3.33]",0.0489583333333333,0.000348480137304965,0.0003436536
2019-05-14,"< -3.63",0.0603472222222222,0.000156142041426927,0.000149916
2019-05-14,"> -2.41",0.000486111111111111,0.00622184342857143,0.006099659
2019-05-15,"(-2.72,-2.41]",0.00395833333333333,0.00277598838596491,0.002841485
2019-05-15,"(-3.02,-2.72]",0.00944444444444444,0.00126673651176471,0.001214896
2019-05-15,"(-3.33,-3.02]",0.0413888888888889,0.000629235711409396,0.0005975498
2019-05-15,"(-3.63,-3.33]",0.0479861111111111,0.000353542303907381,0.0003563388
2019-05-15,"< -3.63",0.0615277777777778,0.000157896855530474,0.0001520302
2019-05-15,"> -2.41",0.00159722222222222,0.00511128317391304,0.004562828
2019-05-16,"(-2.72,-2.41]",0.00347222222222222,0.0027481294,0.0027467305
2019-05-16,"(-3.02,-2.72]",0.0104166666666667,0.00129061788,0.0012542975
2019-05-16,"(-3.33,-3.02]",0.0453472222222222,0.00062309532863706,0.0005904384
2019-05-16,"(-3.63,-3.33]",0.0438888888888889,0.000349694518987342,0.0003519182
2019-05-16,"< -3.63",0.0674305555555555,0.00015714517445932,0.0001522224
2019-05-16,"> -2.41",0.000902777777777778,0.00631921038461538,0.005138275
2019-05-17,"(-2.72,-2.41]",0.00208333333333333,0.00245863516666667,0.002339458
2019-05-17,"(-3.02,-2.72]",0.0113888888888889,0.00127735884146341,0.001225275
2019-05-17,"(-3.33,-3.02]",0.0536111111111111,0.000621489156476684,0.0005912072
2019-05-17,"(-3.63,-3.33]",0.0458333333333333,0.000354251391515151,0.0003530714
2019-05-17,"< -3.63",0.0752777777777778,0.000156178812177122,0.0001510692
2019-05-17,"> -2.41",0.00118055555555556,0.00544669929411765,0.005220152
